Region,Q_Year,BEV,PHEV,HEV,Gas/Other,Diesel,Petrol,ICE,BEV share,PHEV share,HEV share,Gas/Other share,Diesel share,Petrol share,ICE share
Slovakia,Q2 2026,1664.0,1174.0,7677.0,648.0,2898.0,9401.0,12299.0,7.1,5.0,32.7,2.8,12.4,40.1,52.4
Slovenia,Q1 2019,197.0,0.0,427.0,30.0,6240.0,13369.0,19609.0,1.0,0.0,2.1,0.1,30.8,66.0,96.8
Slovenia,Q2 2019,159.0,0.0,774.0,39.0,6598.0,13449.0,20047.0,0.8,0.0,3.7,0.2,31.4,64.0,95.4
Slovenia,Q3 2019,34.0,4.0,606.0,29.0,4650.0,10963.0,15613.0,0.2,0.0,3.7,0.2,28.6,67.3,95.9
Slovenia,Q4 2019,44.0,6.0,585.0,17.0,4822.0,10309.0,15131.0,0.3,0.0,3.7,0.1,30.6,65.3,95.9
Slovenia,Q1 2020,294.0,2.0,571.0,4.0,4811.0,8826.0,13637.0,2.0,0.0,3.9,0.0,33.2,60.8,94.0
Slovenia,Q2 2020,323.0,1.0,317.0,46.0,4501.0,8305.0,12806.0,2.4,0.0,2.3,0.3,33.4,61.6,94.9
Slovenia,Q3 2020,400.0,2.0,415.0,58.0,4958.0,9385.0,14343.0,2.6,0.0,2.7,0.4,32.6,61.7,94.3
Slovenia,Q4 2020,630.0,34.0,416.0,76.0,3536.0,5766.0,9302.0,6.0,0.3,4.0,0.7,33.8,55.1,88.9
Slovenia,Q1 2021,342.0,22.0,1312.0,123.0,4813.0,9679.0,14492.0,2.1,0.1,8.1,0.8,29.5,59.4,89.0
Slovenia,Q2 2021,366.0,40.0,1717.0,160.0,3842.0,8716.0,12558.0,2.5,0.3,11.6,1.1,25.9,58.7,84.6
Slovenia,Q3 2021,425.0,84.0,1554.0,144.0,2534.0,7449.0,9983.0,3.5,0.7,12.7,1.2,20.8,61.1,81.9
Slovenia,Q4 2021,589.0,78.0,1437.0,145.0,2140.0,6501.0,8641.0,5.4,0.7,13.2,1.3,19.7,59.7,79.3
Slovenia,Q1 2022,553.0,176.0,1717.0,171.0,2250.0,7885.0,10135.0,4.3,1.4,13.5,1.3,17.6,61.8,79.5
Slovenia,Q2 2022,507.0,111.0,1711.0,236.0,2685.0,7845.0,10530.0,3.9,0.8,13.1,1.8,20.5,59.9,80.4
Slovenia,Q3 2022,591.0,161.0,1532.0,191.0,2105.0,6331.0,8436.0,5.4,1.5,14.0,1.8,19.3,58.0,77.3
Slovenia,Q4 2022,642.0,142.0,1210.0,101.0,1972.0,5514.0,7486.0,6.7,1.5,12.6,1.1,20.6,57.6,78.1
Slovenia,Q1 2023,1146.0,265.0,1306.0,174.0,2382.0,8177.0,10559.0,8.5,2.0,9.7,1.3,17.7,60.8,78.5
Slovenia,Q2 2023,1018.0,296.0,1358.0,119.0,2717.0,8352.0,11069.0,7.3,2.1,9.8,0.9,19.6,60.3,79.9
Slovenia,Q3 2023,1011.0,249.0,1075.0,141.0,1992.0,6599.0,8591.0,9.1,2.2,9.7,1.3,18.0,59.6,77.6
Slovenia,Q4 2023,1155.0,234.0,1164.0,69.0,1750.0,6060.0,7810.0,11.1,2.2,11.2,0.7,16.8,58.1,74.9
Slovenia,Q1 2024,904.0,231.0,1629.0,101.0,2386.0,8742.0,11128.0,6.5,1.7,11.6,0.7,17.1,62.5,79.5
Slovenia,Q2 2024,745.0,337.0,1353.0,117.0,2942.0,8850.0,11792.0,5.2,2.3,9.4,0.8,20.5,61.7,82.2
Slovenia,Q3 2024,692.0,291.0,1231.0,457.0,2336.0,7661.0,9997.0,5.5,2.3,9.7,3.6,18.4,60.5,78.9
Slovenia,Q4 2024,807.0,303.0,1359.0,159.0,1994.0,7391.0,9385.0,6.7,2.5,11.3,1.3,16.6,61.5,78.1
Slovenia,Q1 2025,1289.0,508.0,1536.0,96.0,2672.0,8571.0,11243.0,8.8,3.5,10.5,0.7,18.2,58.4,76.6
Slovenia,Q2 2025,1411.0,526.0,1774.0,118.0,2488.0,8838.0,11326.0,9.3,3.5,11.7,0.8,16.4,58.3,74.7
Slovenia,Q3 2025,1724.0,502.0,2284.0,147.0,1984.0,7949.0,9933.0,11.8,3.4,15.7,1.0,13.6,54.5,68.1
Slovenia,Q4 2025,1995.0,403.0,2375.0,137.0,1565.0,6664.0,8229.0,15.2,3.1,18.1,1.0,11.9,50.7,62.6
Slovenia,Q1 2026,2297.0,734.0,2666.0,154.0,2250.0,8400.0,10650.0,13.9,4.4,16.2,0.9,13.6,50.9,64.5
Slovenia,Q2 2026,3765.0,620.0,4261.0,280.0,2295.0,9015.0,11310.0,18.6,3.1,21.1,1.4,11.3,44.5,55.9
Spain,Q1 2019,2752.0,1730.0,22415.0,5654.0,90119.0,194220.0,284339.0,0.9,0.5,7.1,1.8,28.4,61.3,89.7
Spain,Q2 2019,2698.0,1776.0,27907.0,8086.0,101960.0,233126.0,335086.0,0.7,0.5,7.4,2.2,27.1,62.1,89.2
Spain,Q3 2019,2010.0,1481.0,25375.0,7511.0,73693.0,162773.0,236466.0,0.7,0.5,9.3,2.8,27.0,59.7,86.7
Spain,Q4 2019,2582.0,2445.0,32986.0,3940.0,84998.0,166012.0,251010.0,0.9,0.8,11.3,1.3,29.0,56.7,85.7
Spain,Q1 2020,3948.0,3305.0,29432.0,2342.0,59676.0,120000.0,179676.0,1.8,1.5,13.5,1.1,27.3,54.9,82.2
Spain,Q2 2020,1229.0,2260.0,16713.0,1556.0,36206.0,63188.0,99394.0,1.0,1.9,13.8,1.3,29.9,52.2,82.0
Spain,Q3 2020,4740.0,5696.0,40261.0,4438.0,69995.0,130451.0,200446.0,1.9,2.2,15.8,1.7,27.4,51.0,78.4
Spain,Q4 2020,8010.0,12048.0,51019.0,4748.0,70011.0,109938.0,179949.0,3.1,4.7,19.9,1.9,27.4,43.0,70.4
Spain,Q1 2021,3449.0,7142.0,41029.0,2563.0,42757.0,89115.0,131872.0,1.9,3.8,22.1,1.4,23.0,47.9,70.9
Spain,Q2 2021,5809.0,11984.0,66797.0,3104.0,52965.0,130118.0,183083.0,2.1,4.4,24.7,1.1,19.6,48.1,67.6
Spain,Q3 2021,5775.0,10680.0,50643.0,4275.0,34904.0,84845.0,119749.0,3.0,5.6,26.5,2.2,18.3,44.4,62.7
Spain,Q4 2021,8656.0,13421.0,60957.0,4098.0,40538.0,83853.0,124391.0,4.1,6.3,28.8,1.9,19.2,39.6,58.8
Spain,Q1 2022,7253.0,10451.0,46671.0,3020.0,29589.0,67415.0,97004.0,4.4,6.4,28.4,1.8,18.0,41.0,59.0
Spain,Q2 2022,7085.0,13338.0,68608.0,4700.0,42387.0,107241.0,149628.0,2.9,5.5,28.2,1.9,17.4,44.1,61.5
Spain,Q3 2022,6768.0,10577.0,56373.0,3388.0,33437.0,81981.0,115418.0,3.5,5.5,29.3,1.8,17.4,42.6,59.9
Spain,Q4 2022,9439.0,13422.0,67783.0,3822.0,34459.0,84190.0,118649.0,4.4,6.3,31.8,1.8,16.2,39.5,55.7
Spain,Q1 2023,10571.0,14876.0,72269.0,5209.0,32279.0,102359.0,134638.0,4.4,6.3,30.4,2.2,13.6,43.1,56.7
Spain,Q2 2023,13322.0,16773.0,79556.0,6423.0,35114.0,116670.0,151784.0,5.0,6.3,29.7,2.4,13.1,43.6,56.7
Spain,Q3 2023,10713.0,13466.0,68710.0,5592.0,24791.0,82687.0,107478.0,5.2,6.5,33.4,2.7,12.0,40.1,52.2
Spain,Q4 2023,17006.0,17049.0,82310.0,9119.0,26462.0,86033.0,112495.0,7.1,7.2,34.6,3.8,11.1,36.2,47.3
Spain,Q1 2024,11386.0,15700.0,88983.0,7356.0,24397.0,97057.0,121454.0,4.6,6.4,36.3,3.0,10.0,39.6,49.6
Spain,Q2 2024,13755.0,15042.0,102184.0,8380.0,30694.0,120309.0,151003.0,4.7,5.2,35.2,2.9,10.6,41.4,52.0
Spain,Q3 2024,12853.0,11489.0,85700.0,7880.0,19850.0,71683.0,91533.0,6.1,5.5,40.9,3.8,9.5,34.2,43.7
Spain,Q4 2024,19380.0,16327.0,115498.0,9905.0,21439.0,89638.0,111077.0,7.1,6.0,42.4,3.6,7.9,32.9,40.8
Spain,Q1 2025,19225.0,20516.0,121557.0,14022.0,16276.0,87772.0,104048.0,6.9,7.3,43.5,5.0,5.8,31.4,37.2
Spain,Q2 2025,27010.0,35597.0,132357.0,16993.0,17969.0,100507.0,118476.0,8.2,10.8,40.1,5.1,5.4,30.4,35.9
Spain,Q3 2025,25827.0,30568.0,100788.0,11949.0,13037.0,62688.0,75725.0,10.5,12.5,41.2,4.9,5.3,25.6,30.9
Spain,Q4 2025,29565.0,37308.0,128178.0,16311.0,15388.0,67242.0,82630.0,10.1,12.7,43.6,5.5,5.2,22.9,28.1
Spain,Q1 2026,27226.0,35740.0,144023.0,9762.0,11934.0,71844.0,83778.0,9.1,11.9,47.9,3.2,4.0,23.9,27.9
Spain,Q2 2026,35975.0,42201.0,162643.0,12818.0,11881.0,81664.0,93545.0,10.4,12.2,46.8,3.7,3.4,23.5,26.9
Sweden,Q1 2019,4091.0,5746.0,4153.0,424.0,26978.0,32488.0,59466.0,5.5,7.8,5.6,0.6,36.5,44.0,80.5
Sweden,Q2 2019,4274.0,5101.0,6958.0,1324.0,33380.0,42965.0,76345.0,4.5,5.4,7.4,1.4,35.5,45.7,81.2
Sweden,Q3 2019,3787.0,4818.0,6648.0,2327.0,23842.0,38470.0,62312.0,4.7,6.0,8.3,2.9,29.8,48.2,78.0
Sweden,Q4 2019,3444.0,9145.0,7450.0,2036.0,34660.0,51527.0,86187.0,3.2,8.4,6.9,1.9,32.0,47.6,79.6
Sweden,Q1 2020,5638.0,12835.0,4432.0,1098.0,16577.0,25561.0,42138.0,8.5,19.4,6.7,1.7,25.1,38.6,63.7
Sweden,Q2 2020,3571.0,10514.0,3722.0,542.0,15852.0,25343.0,41195.0,6.0,17.7,6.3,0.9,26.6,42.6,69.2
Sweden,Q3 2020,7090.0,16911.0,7048.0,998.0,15876.0,29036.0,44912.0,9.2,22.0,9.2,1.3,20.6,37.7,58.4
Sweden,Q4 2020,11674.0,25845.0,7153.0,864.0,15999.0,27845.0,43844.0,13.1,28.9,8.0,1.0,17.9,31.2,49.1
Sweden,Q1 2021,5111.0,27278.0,6140.0,404.0,19544.0,32388.0,51932.0,5.6,30.0,6.8,0.4,21.5,35.6,57.2
Sweden,Q2 2021,17505.0,19252.0,7019.0,679.0,12899.0,24939.0,37838.0,21.3,23.4,8.5,0.8,15.7,30.3,46.0
Sweden,Q3 2021,14774.0,13076.0,4721.0,840.0,7733.0,18076.0,25809.0,24.9,22.1,8.0,1.4,13.1,30.5,43.6
Sweden,Q4 2021,20085.0,18247.0,4315.0,714.0,8187.0,17075.0,25262.0,29.3,26.6,6.3,1.0,11.9,24.9,36.8
Sweden,Q1 2022,19715.0,17667.0,6124.0,933.0,8889.0,16351.0,25240.0,28.3,25.4,8.8,1.3,12.8,23.5,36.2
Sweden,Q2 2022,20009.0,17417.0,6814.0,746.0,10551.0,18908.0,29459.0,26.9,23.4,9.2,1.0,14.2,25.4,39.6
Sweden,Q3 2022,18300.0,12262.0,6190.0,1686.0,6832.0,15186.0,22018.0,30.3,20.3,10.2,2.8,11.3,25.1,36.4
Sweden,Q4 2022,37013.0,19268.0,6381.0,1408.0,6874.0,12503.0,19377.0,44.4,23.1,7.6,1.7,8.2,15.0,23.2
Sweden,Q1 2023,22902.0,12803.0,6061.0,1628.0,5954.0,13956.0,19910.0,36.2,20.2,9.6,2.6,9.4,22.0,31.5
Sweden,Q2 2023,29537.0,16325.0,5760.0,1754.0,6757.0,17226.0,23983.0,38.2,21.1,7.4,2.3,8.7,22.3,31.0
Sweden,Q3 2023,28771.0,13776.0,4967.0,1560.0,5418.0,14814.0,20232.0,41.5,19.9,7.2,2.3,7.8,21.4,29.2
Sweden,Q4 2023,30998.0,18120.0,6787.0,1846.0,5702.0,16405.0,22107.0,38.8,22.7,8.5,2.3,7.1,20.5,27.7
Sweden,Q1 2024,18465.0,14149.0,5576.0,2213.0,5006.0,14413.0,19419.0,30.9,23.7,9.3,3.7,8.4,24.1,32.5
Sweden,Q2 2024,23533.0,16781.0,7589.0,1637.0,5272.0,17660.0,22932.0,32.5,23.2,10.5,2.3,7.3,24.4,31.6
Sweden,Q3 2024,23847.0,13287.0,6385.0,492.0,4243.0,12843.0,17086.0,39.0,21.7,10.5,0.8,6.9,21.0,28.0
Sweden,Q4 2024,28488.0,18896.0,7859.0,892.0,4250.0,15806.0,20056.0,37.4,24.8,10.3,1.2,5.6,20.7,26.3
Sweden,Q1 2025,20918.0,15886.0,7724.0,1682.0,3726.0,13508.0,17234.0,33.0,25.0,12.2,2.7,5.9,21.3,27.2
Sweden,Q2 2025,28749.0,20860.0,7427.0,22.0,4760.0,15714.0,20474.0,37.1,26.9,9.6,0.0,6.1,20.3,26.4
Sweden,Q3 2025,22563.0,17596.0,6986.0,9.0,3531.0,12366.0,15897.0,35.8,27.9,11.1,0.0,5.6,19.6,25.2
Sweden,Q4 2025,27493.0,18445.0,8165.0,179.0,3395.0,11294.0,14689.0,39.9,26.7,11.8,0.3,4.9,16.4,21.3
Sweden,Q1 2026,25235.0,14960.0,6250.0,351.0,3750.0,11414.0,15164.0,40.7,24.1,10.1,0.6,6.1,18.4,24.5
Sweden,Q2 2026,33566.0,19970.0,5851.0,273.0,5270.0,14961.0,20231.0,42.0,25.0,7.3,0.3,6.6,18.7,25.3
United Kingdom,Q1 2019,5997.0,8582.0,40749.0,0.0,187720.0,457988.0,645708.0,0.9,1.2,5.8,0.0,26.8,65.3,92.1
United Kingdom,Q2 2019,5978.0,6554.0,39534.0,0.0,151610.0,364533.0,516143.0,1.1,1.2,7.0,0.0,26.7,64.2,90.8
United Kingdom,Q3 2019,13122.0,7879.0,51010.0,0.0,138817.0,382198.0,521015.0,2.2,1.3,8.6,0.0,23.4,64.4,87.9
United Kingdom,Q4 2019,12753.0,11969.0,42830.0,0.0,103627.0,277690.0,381317.0,2.8,2.7,9.5,0.0,23.1,61.9,85.0
United Kingdom,Q1 2020,18256.0,13745.0,68128.0,0.0,91419.0,292009.0,383428.0,3.8,2.8,14.1,0.0,18.9,60.4,79.3
United Kingdom,Q2 2020,12701.0,5862.0,23245.0,0.0,27538.0,100599.0,128137.0,7.5,3.4,13.7,0.0,16.2,59.2,75.4
United Kingdom,Q3 2020,35654.0,22876.0,114188.0,0.0,90136.0,327300.0,417436.0,6.0,3.9,19.3,0.0,15.3,55.5,70.7
United Kingdom,Q4 2020,41594.0,24651.0,84431.0,0.0,52679.0,184053.0,236732.0,10.7,6.4,21.8,0.0,13.6,47.5,61.1
United Kingdom,Q1 2021,31779.0,26613.0,109347.0,0.0,48574.0,209212.0,257786.0,7.5,6.3,25.7,0.0,11.4,49.2,60.6
United Kingdom,Q2 2021,42114.0,31594.0,132856.0,0.0,44513.0,233371.0,277884.0,8.7,6.5,27.4,0.0,9.2,48.2,57.4
United Kingdom,Q3 2021,51248.0,28833.0,123027.0,0.0,24518.0,179015.0,203533.0,12.6,7.1,30.3,0.0,6.0,44.0,50.1
United Kingdom,Q4 2021,65586.0,27514.0,78794.0,0.0,18168.0,140505.0,158673.0,19.8,8.3,23.8,0.0,5.5,42.5,48.0
United Kingdom,Q1 2022,64165.0,29761.0,122179.0,0.0,23686.0,177769.0,201455.0,15.4,7.1,29.3,0.0,5.7,42.6,48.2
United Kingdom,Q2 2022,51084.0,21502.0,116186.0,0.0,22342.0,173405.0,195747.0,13.3,5.6,30.2,0.0,5.8,45.1,50.9
United Kingdom,Q3 2022,60365.0,22698.0,127606.0,0.0,20995.0,174625.0,195620.0,14.9,5.6,31.4,0.0,5.2,43.0,48.1
United Kingdom,Q4 2022,91589.0,27453.0,114021.0,0.0,15958.0,156674.0,172632.0,22.6,6.8,28.1,0.0,3.9,38.6,42.6
United Kingdom,Q1 2023,76230.0,31765.0,156051.0,0.0,19652.0,210562.0,230214.0,15.4,6.4,31.6,0.0,4.0,42.6,46.6
United Kingdom,Q2 2023,76735.0,30390.0,143513.0,0.0,17804.0,187018.0,204822.0,16.8,6.7,31.5,0.0,3.9,41.1,45.0
United Kingdom,Q3 2023,85576.0,36838.0,162175.0,0.0,19230.0,198369.0,217599.0,17.0,7.3,32.3,0.0,3.8,39.5,43.3
United Kingdom,Q4 2023,76143.0,42318.0,139332.0,0.0,14815.0,178538.0,193353.0,16.9,9.4,30.9,0.0,3.3,39.6,42.9
United Kingdom,Q1 2024,84314.0,42559.0,190239.0,0.0,16616.0,211820.0,228436.0,15.5,7.8,34.9,0.0,3.0,38.8,41.9
United Kingdom,Q2 2024,82782.0,38963.0,161401.0,0.0,13274.0,164795.0,178069.0,17.9,8.4,35.0,0.0,2.9,35.7,38.6
United Kingdom,Q3 2024,102835.0,43421.0,187295.0,0.0,13358.0,160422.0,173780.0,20.3,8.6,36.9,0.0,2.6,31.6,34.3
United Kingdom,Q4 2024,112039.0,42235.0,151038.0,0.0,28253.0,237447.0,265700.0,19.6,7.4,26.5,0.0,4.9,41.6,46.5
United Kingdom,Q1 2025,120191.0,53686.0,229565.0,0.0,14878.0,211820.0,226698.0,19.1,8.5,36.4,0.0,2.4,33.6,36.0
United Kingdom,Q2 2025,104650.0,53353.0,166667.0,0.0,12149.0,75260.0,87409.0,25.4,12.9,40.4,0.0,2.9,18.3,21.2
United Kingdom,Q3 2025,124573.0,65600.0,199814.0,0.0,11428.0,134538.0,145966.0,23.2,12.2,37.3,0.0,2.1,25.1,27.2
United Kingdom,Q4 2025,123934.0,52504.0,149342.0,0.0,8904.0,107667.0,116571.0,28.0,11.9,33.8,0.0,2.0,24.3,26.4
United Kingdom,Q1 2026,137614.0,78666.0,244196.0,2.0,11146.0,143230.0,154376.0,22.4,12.8,39.7,0.0,1.8,23.3,25.1
United Kingdom,Q2 2026,146965.0,69466.0,184803.0,0.0,9276.0,112565.0,121841.0,28.1,13.3,35.3,0.0,1.8,21.5,23.3
