Region,Q_Year,BEV,PHEV,HEV,Gas/Other,Diesel,Petrol,ICE,BEV share,PHEV share,HEV share,Gas/Other share,Diesel share,Petrol share,ICE share
Austria,Q1 2019,2547.0,483.0,2263.0,61.0,31477.0,44024.0,75501.0,3.2,0.6,2.8,0.1,38.9,54.4,93.4
Austria,Q2 2019,2366.0,415.0,3733.0,185.0,36242.0,52113.0,88355.0,2.5,0.4,3.9,0.2,38.1,54.8,93.0
Austria,Q3 2019,2484.0,366.0,3812.0,139.0,23947.0,44839.0,68786.0,3.3,0.5,5.0,0.2,31.7,59.3,91.0
Austria,Q4 2019,1864.0,883.0,4550.0,195.0,27869.0,35730.0,63599.0,2.6,1.2,6.4,0.3,39.2,50.3,89.5
Austria,Q1 2020,2434.0,1189.0,4412.0,102.0,21319.0,25224.0,46543.0,4.5,2.2,8.1,0.2,39.0,46.1,85.1
Austria,Q2 2020,2378.0,1386.0,5112.0,122.0,21572.0,27537.0,49109.0,4.1,2.4,8.8,0.2,37.1,47.4,84.5
Austria,Q3 2020,4137.0,1854.0,7213.0,111.0,18322.0,29044.0,47366.0,6.8,3.1,11.9,0.2,30.2,47.9,78.1
Austria,Q4 2020,7037.0,3212.0,9289.0,72.0,22525.0,25966.0,48491.0,10.3,4.7,13.6,0.1,33.1,38.1,71.2
Austria,Q1 2021,6622.0,3723.0,10222.0,25.0,16291.0,26639.0,42930.0,10.4,5.9,16.1,0.0,25.6,41.9,67.6
Austria,Q2 2021,8729.0,4217.0,12352.0,36.0,17842.0,27698.0,45540.0,12.3,5.9,17.4,0.1,25.2,39.1,64.3
Austria,Q3 2021,8792.0,3400.0,10252.0,18.0,12272.0,20751.0,33023.0,15.8,6.1,18.5,0.0,22.1,37.4,59.5
Austria,Q4 2021,9237.0,3286.0,9144.0,7.0,11858.0,16390.0,28248.0,18.5,6.6,18.3,0.0,23.8,32.8,56.6
Austria,Q1 2022,7177.0,3173.0,9735.0,34.0,11857.0,20399.0,32256.0,13.7,6.1,18.6,0.1,22.6,38.9,61.6
Austria,Q2 2022,7327.0,3336.0,10952.0,10.0,12231.0,22375.0,34606.0,13.0,5.9,19.5,0.0,21.8,39.8,61.5
Austria,Q3 2022,9614.0,2897.0,9831.0,8.0,12956.0,19297.0,32253.0,17.6,5.3,18.0,0.0,23.7,35.3,59.1
Austria,Q4 2022,10061.0,3829.0,10373.0,11.0,11071.0,16496.0,27567.0,19.4,7.4,20.0,0.0,21.4,31.8,53.2
Austria,Q1 2023,11235.0,4392.0,12682.0,2.0,12780.0,21961.0,34741.0,17.8,7.0,20.1,0.0,20.3,34.8,55.1
Austria,Q2 2023,12137.0,4420.0,13397.0,11.0,12498.0,21175.0,33673.0,19.1,6.9,21.1,0.0,19.6,33.3,52.9
Austria,Q3 2023,11522.0,4273.0,12304.0,7.0,11182.0,16908.0,28090.0,20.5,7.6,21.9,0.0,19.9,30.1,50.0
Austria,Q4 2023,12727.0,3871.0,12247.0,1.0,10108.0,17310.0,27418.0,22.6,6.9,21.8,0.0,18.0,30.8,48.7
Austria,Q1 2024,10802.0,4281.0,14959.0,10.0,12691.0,20520.0,33211.0,17.1,6.8,23.6,0.0,20.1,32.4,52.5
Austria,Q2 2024,11376.0,4414.0,16204.0,2.0,13979.0,25875.0,39854.0,15.8,6.1,22.6,0.0,19.5,36.0,55.5
Austria,Q3 2024,10454.0,3796.0,14978.0,1.0,8452.0,18229.0,26681.0,18.7,6.8,26.8,0.0,15.1,32.6,47.7
Austria,Q4 2024,11990.0,4428.0,17958.0,0.0,9010.0,19380.0,28390.0,19.1,7.1,28.6,0.0,14.4,30.9,45.2
Austria,Q1 2025,14177.0,5530.0,18178.0,1.0,8544.0,19587.0,28131.0,21.5,8.4,27.5,0.0,12.9,29.7,42.6
Austria,Q2 2025,17357.0,7574.0,22035.0,1.0,9104.0,20963.0,30067.0,22.5,9.8,28.6,0.0,11.8,27.2,39.0
Austria,Q3 2025,14617.0,7689.0,21502.0,0.0,8167.0,20089.0,28256.0,20.3,10.7,29.8,0.0,11.3,27.9,39.2
Austria,Q4 2025,14500.0,8027.0,21329.0,0.0,7189.0,18818.0,26007.0,20.8,11.5,30.5,0.0,10.3,26.9,37.2
Austria,Q1 2026,17347.0,8054.0,23674.0,0.0,7731.0,20429.0,28160.0,22.5,10.4,30.7,0.0,10.0,26.5,36.5
Austria,Q2 2026,22713.0,9969.0,26077.0,2.0,8453.0,20080.0,28533.0,26.0,11.4,29.9,0.0,9.7,23.0,32.7
Belgium,Q1 2019,2196.0,2007.0,5410.0,601.0,46145.0,99505.0,145650.0,1.4,1.3,3.5,0.4,29.6,63.8,93.4
Belgium,Q2 2019,2405.0,1712.0,4350.0,1449.0,49644.0,95063.0,144707.0,1.6,1.1,2.8,0.9,32.1,61.5,93.6
Belgium,Q3 2019,2137.0,1926.0,4088.0,888.0,41099.0,78623.0,119722.0,1.7,1.5,3.2,0.7,31.9,61.1,93.0
Belgium,Q4 2019,2099.0,3255.0,3394.0,680.0,35758.0,65568.0,101326.0,1.9,2.9,3.1,0.6,32.3,59.2,91.5
Belgium,Q1 2020,2885.0,5075.0,5603.0,821.0,40574.0,72458.0,113032.0,2.3,4.0,4.4,0.6,31.8,56.9,88.7
Belgium,Q2 2020,2042.0,4353.0,2870.0,852.0,28994.0,50078.0,79072.0,2.3,4.9,3.2,1.0,32.5,56.1,88.7
Belgium,Q3 2020,4384.0,8051.0,3851.0,1268.0,39373.0,60075.0,99448.0,3.7,6.9,3.3,1.1,33.7,51.3,85.0
Belgium,Q4 2020,5683.0,14215.0,2880.0,923.0,33159.0,41024.0,74183.0,5.8,14.5,2.9,0.9,33.9,41.9,75.8
Belgium,Q1 2021,4039.0,12785.0,66668.0,388.0,6121.0,29236.0,35357.0,3.4,10.7,55.9,0.3,5.1,24.5,29.7
Belgium,Q2 2021,5074.0,13375.0,5285.0,894.0,27378.0,61148.0,88526.0,4.5,11.8,4.7,0.8,24.2,54.0,78.2
Belgium,Q3 2021,6183.0,11183.0,4959.0,721.0,16884.0,41246.0,58130.0,7.6,13.8,6.1,0.9,20.8,50.8,71.6
Belgium,Q4 2021,7381.0,10452.0,4054.0,629.0,14528.0,32512.0,47040.0,10.6,15.0,5.8,0.9,20.9,46.7,67.6
Belgium,Q1 2022,9641.0,15222.0,54483.0,144.0,3552.0,20104.0,23656.0,9.3,14.8,52.8,0.1,3.4,19.5,22.9
Belgium,Q2 2022,7564.0,14847.0,7038.0,720.0,15776.0,46296.0,62072.0,8.2,16.1,7.6,0.8,17.1,50.2,67.3
Belgium,Q3 2022,8650.0,13066.0,6939.0,640.0,13426.0,43382.0,56808.0,10.0,15.2,8.1,0.7,15.6,50.4,66.0
Belgium,Q4 2022,11783.0,16166.0,6087.0,642.0,11438.0,38697.0,50135.0,13.9,19.1,7.2,0.8,13.5,45.6,59.1
Belgium,Q1 2023,20779.0,22581.0,9943.0,1028.0,14790.0,62363.0,77153.0,15.8,17.2,7.6,0.8,11.2,47.4,58.7
Belgium,Q2 2023,22799.0,28361.0,9825.0,1289.0,11927.0,58790.0,70717.0,17.1,21.3,7.4,1.0,9.0,44.2,53.2
Belgium,Q3 2023,25118.0,25719.0,8018.0,545.0,8338.0,42635.0,50973.0,22.8,23.3,7.3,0.5,7.6,38.6,46.2
Belgium,Q4 2023,24589.0,23647.0,8995.0,731.0,6659.0,37206.0,43865.0,24.1,23.2,8.8,0.7,6.5,36.5,43.1
Belgium,Q1 2024,31091.0,27517.0,12773.0,1115.0,7407.0,55237.0,62644.0,23.0,20.4,9.5,0.8,5.5,40.9,46.4
Belgium,Q2 2024,33313.0,17947.0,11507.0,928.0,6727.0,57846.0,64573.0,26.0,14.0,9.0,0.7,5.2,45.1,50.3
Belgium,Q3 2024,31875.0,11595.0,8078.0,616.0,4024.0,36972.0,40996.0,34.2,12.4,8.7,0.7,4.3,39.7,44.0
Belgium,Q4 2024,31424.0,9975.0,8947.0,861.0,3721.0,36781.0,40502.0,34.3,10.9,9.8,0.9,4.1,40.1,44.2
Belgium,Q1 2025,40402.0,10459.0,14295.0,909.0,3931.0,50943.0,54874.0,33.4,8.6,11.8,0.8,3.3,42.1,45.4
Belgium,Q2 2025,36578.0,9189.0,13483.0,1070.0,4162.0,49195.0,53357.0,32.2,8.1,11.9,0.9,3.7,43.3,46.9
Belgium,Q3 2025,31241.0,10341.0,8847.0,646.0,2729.0,35448.0,38177.0,35.0,11.6,9.9,0.7,3.1,39.7,42.8
Belgium,Q4 2025,35628.0,9595.0,10398.0,536.0,1887.0,32858.0,34745.0,39.2,10.6,11.4,0.6,2.1,36.1,38.2
Belgium,Q1 2026,39469.0,6610.0,13928.0,636.0,2621.0,50541.0,53162.0,34.7,5.8,12.2,0.6,2.3,44.4,46.7
Belgium,Q2 2026,43813.0,6428.0,14357.0,1508.0,3773.0,46997.0,50770.0,37.5,5.5,12.3,1.3,3.2,40.2,43.4
Bulgaria,Q1 2019,,,,,,,,,,,,,,
Bulgaria,Q2 2019,,,,,,,,,,,,,,
Bulgaria,Q3 2019,,,,,,,,,,,,,,
Bulgaria,Q4 2019,,,,,,,,,,,,,,
Bulgaria,Q1 2020,147.0,63.0,501.0,86.0,2339.0,2863.0,5202.0,2.5,1.1,8.4,1.4,39.0,47.7,86.7
Bulgaria,Q2 2020,102.0,26.0,212.0,34.0,1499.0,2345.0,3844.0,2.4,0.6,5.0,0.8,35.5,55.6,91.1
Bulgaria,Q3 2020,26.0,11.0,120.0,0.0,910.0,5820.0,6730.0,0.4,0.2,1.7,0.0,13.2,84.5,97.7
Bulgaria,Q4 2020,60.0,12.0,114.0,35.0,677.0,4436.0,5113.0,1.1,0.2,2.1,0.7,12.7,83.2,95.9
Bulgaria,Q1 2021,57.0,29.0,151.0,12.0,573.0,4750.0,5323.0,1.0,0.5,2.7,0.2,10.3,85.2,95.5
Bulgaria,Q2 2021,112.0,30.0,173.0,0.0,550.0,6468.0,7018.0,1.5,0.4,2.4,0.0,7.5,88.2,95.7
Bulgaria,Q3 2021,120.0,31.0,169.0,0.0,447.0,5351.0,5798.0,2.0,0.5,2.8,0.0,7.3,87.5,94.8
Bulgaria,Q4 2021,190.0,27.0,169.0,0.0,1062.0,4052.0,5114.0,3.5,0.5,3.1,0.0,19.3,73.7,93.0
Bulgaria,Q1 2022,156.0,28.0,201.0,4.0,507.0,5778.0,6285.0,2.3,0.4,3.0,0.1,7.6,86.6,94.2
Bulgaria,Q2 2022,314.0,28.0,182.0,0.0,464.0,6894.0,7358.0,4.0,0.4,2.3,0.0,5.9,87.5,93.4
Bulgaria,Q3 2022,242.0,41.0,184.0,0.0,420.0,6548.0,6968.0,3.3,0.6,2.5,0.0,5.6,88.1,93.7
Bulgaria,Q4 2022,325.0,40.0,154.0,0.0,1261.0,4929.0,6190.0,4.8,0.6,2.3,0.0,18.8,73.5,92.3
Bulgaria,Q1 2023,420.0,46.0,186.0,0.0,1063.0,5408.0,6471.0,5.9,0.6,2.6,0.0,14.9,75.9,90.8
Bulgaria,Q2 2023,459.0,74.0,132.0,1.0,2316.0,7528.0,9844.0,4.4,0.7,1.3,0.0,22.0,71.6,93.7
Bulgaria,Q3 2023,495.0,100.0,182.0,0.0,517.0,8455.0,8972.0,5.1,1.0,1.9,0.0,5.3,86.7,92.0
Bulgaria,Q4 2023,442.0,135.0,193.0,27.0,2136.0,7409.0,9545.0,4.3,1.3,1.9,0.3,20.7,71.6,92.3
Bulgaria,Q1 2024,411.0,133.0,224.0,279.0,1948.0,8533.0,10481.0,3.6,1.2,1.9,2.4,16.9,74.0,90.9
Bulgaria,Q2 2024,460.0,114.0,243.0,-279.0,3064.0,7917.0,10981.0,4.0,1.0,2.1,-2.4,26.6,68.7,95.3
Bulgaria,Q3 2024,378.0,114.0,254.0,0.0,682.0,7918.0,8600.0,4.0,1.2,2.7,0.0,7.3,84.7,92.0
Bulgaria,Q4 2024,416.0,106.0,284.0,0.0,1292.0,8450.0,9742.0,3.9,1.0,2.7,0.0,12.2,80.1,92.4
Bulgaria,Q1 2025,531.0,111.0,302.0,0.0,1042.0,9260.0,10302.0,4.7,1.0,2.7,0.0,9.3,82.3,91.6
Bulgaria,Q2 2025,604.0,162.0,455.0,0.0,1116.0,10500.0,11616.0,4.7,1.3,3.5,0.0,8.7,81.8,90.5
Bulgaria,Q3 2025,538.0,162.0,452.0,75.0,577.0,10329.0,10906.0,4.4,1.3,3.7,0.6,4.8,85.1,89.9
Bulgaria,Q4 2025,747.0,131.0,836.0,125.0,2578.0,8786.0,11364.0,5.7,1.0,6.3,0.9,19.5,66.5,86.1
Bulgaria,Q1 2026,747.0,214.0,647.0,5.0,1214.0,8638.0,9852.0,6.5,1.9,5.6,0.0,10.6,75.3,85.9
Bulgaria,Q2 2026,1282.0,266.0,960.0,24.0,2790.0,9170.0,11960.0,8.8,1.8,6.6,0.2,19.3,63.3,82.5
Croatia,Q1 2019,,,,,,,,,,,,,,
Croatia,Q2 2019,,,,,,,,,,,,,,
Croatia,Q3 2019,,,,,,,,,,,,,,
Croatia,Q4 2019,56.0,28.0,351.0,48.0,4189.0,7042.0,11231.0,0.5,0.2,3.0,0.4,35.8,60.1,95.9
Croatia,Q1 2020,57.0,28.0,486.0,65.0,3462.0,5842.0,9304.0,0.6,0.3,4.9,0.7,34.8,58.8,93.6
Croatia,Q2 2020,41.0,18.0,422.0,101.0,2629.0,4265.0,6894.0,0.5,0.2,5.6,1.4,35.2,57.0,92.2
Croatia,Q3 2020,163.0,39.0,551.0,225.0,4027.0,5906.0,9933.0,1.5,0.4,5.0,2.1,36.9,54.1,91.0
Croatia,Q4 2020,272.0,58.0,721.0,324.0,2767.0,3790.0,6557.0,3.4,0.7,9.1,4.1,34.9,47.8,82.7
Croatia,Q1 2021,132.0,69.0,1366.0,327.0,3085.0,5503.0,8588.0,1.3,0.7,13.0,3.1,29.4,52.5,81.9
Croatia,Q2 2021,251.0,101.0,2023.0,581.0,3991.0,8859.0,12850.0,1.6,0.6,12.8,3.7,25.2,56.0,81.3
Croatia,Q3 2021,355.0,105.0,1674.0,579.0,2829.0,5925.0,8754.0,3.1,0.9,14.6,5.0,24.7,51.7,76.3
Croatia,Q4 2021,613.0,124.0,1377.0,510.0,1666.0,3753.0,5419.0,7.6,1.5,17.1,6.3,20.7,46.7,67.4
Croatia,Q1 2022,247.0,210.0,2091.0,378.0,2166.0,4899.0,7065.0,2.5,2.1,20.9,3.8,21.7,49.0,70.7
Croatia,Q2 2022,212.0,154.0,2481.0,764.0,2572.0,7372.0,9944.0,1.6,1.1,18.3,5.6,19.0,54.4,73.4
Croatia,Q3 2022,503.0,216.0,1909.0,412.0,2519.0,6489.0,9008.0,4.2,1.8,15.8,3.4,20.9,53.9,74.8
Croatia,Q4 2022,407.0,256.0,1693.0,256.0,1893.0,3829.0,5722.0,4.9,3.1,20.3,3.1,22.7,45.9,68.7
Croatia,Q1 2023,563.0,254.0,2785.0,430.0,2479.0,6648.0,9127.0,4.3,1.9,21.2,3.3,18.8,50.5,69.4
Croatia,Q2 2023,357.0,280.0,4401.0,593.0,3917.0,10728.0,14645.0,1.8,1.4,21.7,2.9,19.3,52.9,72.2
Croatia,Q3 2023,375.0,195.0,2983.0,291.0,3324.0,6498.0,9822.0,2.7,1.4,21.8,2.1,24.3,47.5,71.9
Croatia,Q4 2023,342.0,263.0,2706.0,408.0,2109.0,4765.0,6874.0,3.2,2.5,25.5,3.9,19.9,45.0,64.9
Croatia,Q1 2024,194.0,361.0,4361.0,460.0,3137.0,6919.0,10056.0,1.3,2.3,28.3,3.0,20.3,44.8,65.2
Croatia,Q2 2024,598.0,350.0,5427.0,286.0,5113.0,12385.0,17498.0,2.5,1.4,22.5,1.2,21.2,51.3,72.4
Croatia,Q3 2024,691.0,327.0,3673.0,265.0,2003.0,6198.0,8201.0,5.3,2.5,27.9,2.0,15.2,47.1,62.3
Croatia,Q4 2024,310.0,367.0,4275.0,393.0,1950.0,4977.0,6927.0,2.5,3.0,34.8,3.2,15.9,40.6,56.4
Croatia,Q1 2025,204.0,445.0,5329.0,393.0,2232.0,6540.0,8772.0,1.3,2.9,35.2,2.6,14.7,43.2,57.9
Croatia,Q2 2025,192.0,631.0,8014.0,359.0,3937.0,13675.0,17612.0,0.7,2.4,29.9,1.3,14.7,51.0,65.7
Croatia,Q3 2025,317.0,724.0,4658.0,342.0,1849.0,6850.0,8699.0,2.2,4.9,31.6,2.3,12.5,46.5,59.0
Croatia,Q4 2025,553.0,729.0,4537.0,186.0,1845.0,5300.0,7145.0,4.2,5.5,34.5,1.4,14.0,40.3,54.3
Croatia,Q1 2026,780.0,1094.0,6289.0,208.0,2176.0,6348.0,8524.0,4.6,6.5,37.2,1.2,12.9,37.6,50.5
Croatia,Q2 2026,1001.0,1613.0,11207.0,172.0,3208.0,10068.0,13276.0,3.7,5.9,41.1,0.6,11.8,36.9,48.7
Cyprus,Q1 2019,5.0,0.0,197.0,0.0,992.0,1569.0,2561.0,0.2,0.0,7.1,0.0,35.9,56.8,92.7
Cyprus,Q2 2019,7.0,0.0,325.0,0.0,1254.0,2192.0,3446.0,0.2,0.0,8.6,0.0,33.2,58.0,91.2
Cyprus,Q3 2019,6.0,0.0,283.0,0.0,1110.0,1525.0,2635.0,0.2,0.0,9.7,0.0,38.0,52.2,90.1
Cyprus,Q4 2019,5.0,0.0,247.0,0.0,911.0,1520.0,2431.0,0.2,0.0,9.2,0.0,34.0,56.7,90.6
Cyprus,Q1 2020,4.0,27.0,400.0,0.0,901.0,1617.0,2518.0,0.1,0.9,13.6,0.0,30.6,54.8,85.4
Cyprus,Q2 2020,7.0,31.0,336.0,0.0,610.0,1039.0,1649.0,0.3,1.5,16.6,0.0,30.2,51.4,81.5
Cyprus,Q3 2020,11.0,0.0,295.0,0.0,807.0,1612.0,2419.0,0.4,0.0,10.8,0.0,29.6,59.2,88.8
Cyprus,Q4 2020,20.0,17.0,364.0,0.0,624.0,1429.0,2053.0,0.8,0.7,14.8,0.0,25.4,58.2,83.7
Cyprus,Q1 2021,26.0,29.0,500.0,0.0,511.0,1680.0,2191.0,0.9,1.1,18.2,0.0,18.6,61.2,79.8
Cyprus,Q2 2021,22.0,27.0,735.0,1.0,386.0,1877.0,2263.0,0.7,0.9,24.1,0.0,12.7,61.6,74.2
Cyprus,Q3 2021,20.0,28.0,678.0,1.0,354.0,1714.0,2068.0,0.7,1.0,24.3,0.0,12.7,61.3,74.0
Cyprus,Q4 2021,14.0,14.0,562.0,0.0,279.0,1166.0,1445.0,0.7,0.7,27.6,0.0,13.7,57.3,71.0
Cyprus,Q1 2022,67.0,34.0,824.0,0.0,198.0,1936.0,2134.0,2.2,1.1,26.9,0.0,6.5,63.3,69.8
Cyprus,Q2 2022,109.0,60.0,976.0,0.0,145.0,1783.0,1928.0,3.5,2.0,31.8,0.0,4.7,58.0,62.7
Cyprus,Q3 2022,118.0,61.0,906.0,1.0,138.0,1714.0,1852.0,4.0,2.1,30.8,0.0,4.7,58.3,63.0
Cyprus,Q4 2022,108.0,73.0,773.0,0.0,115.0,1487.0,1602.0,4.2,2.9,30.2,0.0,4.5,58.2,62.7
Cyprus,Q1 2023,178.0,110.0,1410.0,0.0,146.0,2213.0,2359.0,4.4,2.7,34.8,0.0,3.6,54.5,58.1
Cyprus,Q2 2023,130.0,84.0,1372.0,0.0,143.0,1856.0,1999.0,3.6,2.3,38.3,0.0,4.0,51.8,55.8
Cyprus,Q3 2023,249.0,153.0,1477.0,0.0,80.0,1987.0,2067.0,6.3,3.9,37.4,0.0,2.0,50.4,52.4
Cyprus,Q4 2023,231.0,164.0,1374.0,0.0,79.0,1304.0,1383.0,7.3,5.2,43.6,0.0,2.5,41.4,43.9
Cyprus,Q1 2024,316.0,192.0,1966.0,0.0,140.0,1851.0,1991.0,7.1,4.3,44.0,0.0,3.1,41.5,44.6
Cyprus,Q2 2024,180.0,157.0,2009.0,0.0,108.0,1872.0,1980.0,4.2,3.6,46.4,0.0,2.5,43.3,45.8
Cyprus,Q3 2024,356.0,151.0,1311.0,0.0,45.0,1650.0,1695.0,10.1,4.3,37.3,0.0,1.3,47.0,48.2
Cyprus,Q4 2024,341.0,164.0,1152.0,0.0,155.0,1987.0,2142.0,9.0,4.3,30.3,0.0,4.1,52.3,56.4
Cyprus,Q1 2025,361.0,234.0,1953.0,0.0,132.0,1851.0,1983.0,8.0,5.2,43.1,0.0,2.9,40.9,43.8
Cyprus,Q2 2025,374.0,159.0,1774.0,0.0,95.0,1289.0,1384.0,10.1,4.3,48.1,0.0,2.6,34.9,37.5
Cyprus,Q3 2025,414.0,208.0,1786.0,0.0,70.0,1105.0,1175.0,11.6,5.8,49.8,0.0,2.0,30.8,32.8
Cyprus,Q4 2025,325.0,172.0,1386.0,0.0,98.0,848.0,946.0,11.5,6.1,49.0,0.0,3.5,30.0,33.4
Cyprus,Q1 2026,425.0,191.0,1855.0,0.0,98.0,1101.0,1199.0,11.6,5.2,50.5,0.0,2.7,30.0,32.7
Cyprus,Q2 2026,486.0,220.0,1787.0,0.0,13.0,1068.0,1081.0,13.6,6.2,50.0,0.0,0.4,29.9,30.2
Czech Rep.,Q1 2019,143.0,54.0,1362.0,363.0,16678.0,41718.0,58396.0,0.2,0.1,2.3,0.6,27.7,69.2,96.8
Czech Rep.,Q2 2019,217.0,75.0,2223.0,725.0,18189.0,48680.0,66869.0,0.3,0.1,3.2,1.0,25.9,69.4,95.4
Czech Rep.,Q3 2019,226.0,127.0,1922.0,674.0,16748.0,43834.0,60582.0,0.4,0.2,3.0,1.1,26.4,69.0,95.4
Czech Rep.,Q4 2019,170.0,217.0,2366.0,435.0,17638.0,39653.0,57291.0,0.3,0.4,3.9,0.7,29.2,65.6,94.7
Czech Rep.,Q1 2020,864.0,472.0,2379.0,540.0,14615.0,31324.0,45939.0,1.7,0.9,4.7,1.1,29.1,62.4,91.5
Czech Rep.,Q2 2020,399.0,282.0,2274.0,467.0,11967.0,28970.0,40937.0,0.9,0.6,5.1,1.1,27.0,65.3,92.3
Czech Rep.,Q3 2020,478.0,430.0,3016.0,1762.0,16143.0,31461.0,47604.0,0.9,0.8,5.7,3.3,30.3,59.0,89.3
Czech Rep.,Q4 2020,1534.0,792.0,4952.0,920.0,16294.0,30160.0,46454.0,2.8,1.4,9.1,1.7,29.8,55.2,85.0
Czech Rep.,Q1 2021,573.0,953.0,5404.0,497.0,13562.0,28545.0,42107.0,1.2,1.9,10.9,1.0,27.4,57.6,85.0
Czech Rep.,Q2 2021,706.0,1256.0,7619.0,913.0,14060.0,38717.0,52777.0,1.1,2.0,12.0,1.4,22.2,61.2,83.4
Czech Rep.,Q3 2021,581.0,783.0,6254.0,847.0,9144.0,31410.0,40554.0,1.2,1.6,12.8,1.7,18.7,64.1,82.7
Czech Rep.,Q4 2021,830.0,757.0,6192.0,854.0,10508.0,25787.0,36295.0,1.8,1.7,13.8,1.9,23.4,57.4,80.8
Czech Rep.,Q1 2022,785.0,757.0,6650.0,1281.0,10923.0,26995.0,37918.0,1.7,1.6,14.0,2.7,23.0,57.0,80.0
Czech Rep.,Q2 2022,1168.0,877.0,7930.0,1176.0,11632.0,28742.0,40374.0,2.3,1.7,15.4,2.3,22.6,55.8,78.4
Czech Rep.,Q3 2022,962.0,771.0,6347.0,1200.0,9423.0,26224.0,35647.0,2.1,1.7,14.1,2.7,21.0,58.4,79.3
Czech Rep.,Q4 2022,1025.0,1125.0,7200.0,1119.0,11406.0,26313.0,37719.0,2.1,2.3,14.9,2.3,23.7,54.6,78.3
Czech Rep.,Q1 2023,1338.0,1241.0,9598.0,1009.0,12868.0,30287.0,43155.0,2.4,2.2,17.0,1.8,22.8,53.8,76.6
Czech Rep.,Q2 2023,1670.0,1261.0,9746.0,1171.0,14805.0,30554.0,45359.0,2.8,2.1,16.5,2.0,25.0,51.6,76.6
Czech Rep.,Q3 2023,1644.0,1283.0,10058.0,725.0,11039.0,27267.0,38306.0,3.2,2.5,19.3,1.4,21.2,52.4,73.6
Czech Rep.,Q4 2023,2048.0,1466.0,10886.0,1126.0,11386.0,26943.0,38329.0,3.8,2.7,20.2,2.1,21.1,50.0,71.2
Czech Rep.,Q1 2024,1307.0,1260.0,11602.0,1325.0,11859.0,30252.0,42111.0,2.3,2.2,20.1,2.3,20.6,52.5,73.1
Czech Rep.,Q2 2024,2839.0,1653.0,12473.0,1150.0,14381.0,29120.0,43501.0,4.6,2.7,20.2,1.9,23.3,47.3,70.6
Czech Rep.,Q3 2024,3079.0,804.0,12617.0,935.0,12122.0,23219.0,35341.0,5.8,1.5,23.9,1.8,23.0,44.0,67.0
Czech Rep.,Q4 2024,3695.0,1109.0,14281.0,1407.0,10804.0,28304.0,39108.0,6.2,1.9,24.0,2.4,18.1,47.5,65.6
Czech Rep.,Q1 2025,3113.0,2175.0,12715.0,1448.0,11319.0,28916.0,40235.0,5.2,3.6,21.3,2.4,19.0,48.4,67.4
Czech Rep.,Q2 2025,3797.0,2793.0,14019.0,1758.0,10788.0,29798.0,40586.0,6.0,4.4,22.3,2.8,17.1,47.3,64.5
Czech Rep.,Q3 2025,3270.0,2835.0,14101.0,1498.0,10063.0,28031.0,38094.0,5.5,4.7,23.6,2.5,16.8,46.9,63.7
Czech Rep.,Q4 2025,3626.0,3230.0,16285.0,1783.0,10411.0,30947.0,41358.0,5.5,4.9,24.6,2.7,15.7,46.7,62.4
Czech Rep.,Q1 2026,3439.0,2783.0,14557.0,1138.0,11636.0,26997.0,38633.0,5.7,4.6,24.0,1.9,19.2,44.6,63.8
Czech Rep.,Q2 2026,5191.0,3734.0,16503.0,1601.0,12183.0,30046.0,42229.0,7.5,5.4,23.8,2.3,17.6,43.4,61.0
Denmark,Q1 2019,1007.0,1221.0,3062.0,1.0,17268.0,43707.0,60975.0,1.5,1.8,4.6,0.0,26.1,66.0,92.0
Denmark,Q2 2019,1588.0,534.0,2206.0,0.0,14758.0,36876.0,51634.0,2.8,1.0,3.9,0.0,26.4,65.9,92.3
Denmark,Q3 2019,1328.0,1015.0,2037.0,0.0,13459.0,33560.0,47019.0,2.6,2.0,4.0,0.0,26.2,65.3,91.5
Denmark,Q4 2019,1609.0,1115.0,2550.0,5.0,14538.0,32156.0,46694.0,3.1,2.1,4.9,0.0,28.0,61.9,89.8
Denmark,Q1 2020,2140.0,2019.0,2321.0,0.0,13037.0,29341.0,42378.0,4.4,4.1,4.8,0.0,26.7,60.1,86.7
Denmark,Q2 2020,1573.0,2532.0,1668.0,0.0,8730.0,25044.0,33774.0,4.0,6.4,4.2,0.0,22.1,63.3,85.4
Denmark,Q3 2020,3842.0,6352.0,2597.0,0.0,10391.0,30573.0,40964.0,7.1,11.8,4.8,0.0,19.3,56.9,76.2
Denmark,Q4 2020,6721.0,7340.0,3051.0,0.0,12551.0,26301.0,38852.0,12.0,13.1,5.5,0.0,22.4,47.0,69.4
Denmark,Q1 2021,2991.0,7518.0,7448.0,0.0,5585.0,20344.0,25929.0,6.8,17.1,17.0,0.0,12.7,46.4,59.1
Denmark,Q2 2021,4431.0,10910.0,9534.0,0.0,5816.0,21912.0,27728.0,8.4,20.7,18.1,0.0,11.1,41.7,52.7
Denmark,Q3 2021,7582.0,9621.0,8032.0,0.0,3185.0,15043.0,18228.0,17.4,22.1,18.5,0.0,7.3,34.6,41.9
Denmark,Q4 2021,9986.0,12425.0,6672.0,0.0,3619.0,12678.0,16297.0,22.0,27.4,14.7,0.0,8.0,27.9,35.9
Denmark,Q1 2022,5952.0,5547.0,7741.0,0.0,2291.0,12699.0,14990.0,17.4,16.2,22.6,0.0,6.7,37.1,43.8
Denmark,Q2 2022,6229.0,7026.0,7698.0,0.0,2763.0,15603.0,18366.0,15.8,17.9,19.6,0.0,7.0,39.7,46.7
